خوابي N MOZ  Arg1 خصوصيت_رواني§n-12725 no
خوابي N MOZ  Arg1 خصوصيت_رواني§n-12725 no
که SUBR NCL null null junk
در PREP ADVRB  ArgM_TMP null junk
دوران N ADVRB  ArgM_TMP دوره_زماني§n-12603 time
کودکي N MOZ null دوره_زماني§n-12603 role_state
ديده‌بود V PRD null رخداد§n-13136 role_action
افتاد V VCONJ null null role_action
و CONJ VCONJ null null junk
رو N NVE null null junk
به PREP NPP  Arg3 null junk
پدر N NPP  Arg3 نفر§n-13075 role
کرد V PREDEP null null junk
و CONJ VCONJ null null junk
گفت‌ V ROOT null رخداد§n-13136 role_action
: PUNC PUNC null null junk
اي ADR VCONJ null null junk
پدر N POSDEP null نفر§n-13075 role
اين PR SBJ  Arg1 null junk
تعبير N MOS  Arg2 خصوصيت_رواني§n-12725 no
خواب N MOZ null خصوصيت_رواني§n-12725 no
سابق ADJ NPOSTMOD null null junk
من PR MOZ null null junk
است V VCL null null junk
که SUBR NCL null null junk
خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 no
آن PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
محقق ADJ MOS  Arg2 مشخصه§n-12756 role_intent
نمود V PRD null رخداد§n-13136 role_action
. PUNC PUNC null null junk

يوسف N SBJ  Arg0 نفر§n-13075 role
آن‌چنان ADJ NPREMOD null null no
محبوبيتي N OBJ  Arg1 مشخصه§n-12756 role_state
داشت V ROOT null null junk
که SUBR AJUCL  ArgM_ADV null junk
سر PREP NPP null null no
جنازه N POSDEP null شيء§n-12703 static_object
اش PR MOZ null null junk
نيز ADV ADVRB  ArgM_ADV null junk
دعوا N MOS  Arg2 رخداد§n-13136 role_state
بود V PRD null null junk
. PUNC PUNC null null junk

درنتيجه SUBR ROOT  ArgM_DIS null no
تصميم N NVE null رخداد§n-13136 role_intent
گرفتند V PRD null null junk
تا SUBR VCL  Arg3 null junk
او PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
در PREP VPP  Arg3 null junk
نيل N VPP  Arg3 null location
دفن N NVE null رخداد§n-13136 role_state
کنند V PRD null null junk
تا SUBR AJUCL  ArgM_CAU null junk
همگان PR SBJ  Arg1 گروه§n-12753 role
از PREP AJPP null null junk
برکت N AJPP null مشخصه§n-12756 role_state
وجود N MOZ null null junk
ش PR MOZ null نفر§n-13075 role
بهره‌مند ADJ MOS  Arg2 مشخصه§n-12756 role_intent
شوند V PRD null null junk
. PUNC PUNC null null junk

حضرت N SBJ  Arg1 null role_state
هود N MOZ null نفر§n-13075 role
يكي‌از ADJ NPREMOD null null junk
انبياي N MOS  Arg2 نفر§n-13075 role
الهي ADJ NPOSTMOD null مشخصه§n-12756 role_state
است V ROOT null null junk
که SUBR NCL null null junk
نام N SBJ  Arg1 null junk
مبارک ADJ NPOSTMOD null مشخصه§n-12756 role_state
ش PR MOZ null نفر§n-13075 role
ده‌بار ADV ADVRB  ArgM_EXT null no
در PREP VPP  Arg3 null junk
قرآن N VPP  Arg3 هست§n-12706 static_object
آمده V PREDEP null null junk
و CONJ VCONJ null null junk
يک NUM NPREMOD null null junk
سوره N SBJ  Arg1 خبر§n-12766 no
نيز ADV ADVRB  ArgM_ADV null junk
به PREP MOS  Arg2 null junk
نام N POSDEP null null junk
ايشان PR MOZ null null junk
مي‌باشد V PRD null رخداد§n-13136 no
. PUNC PUNC null null junk

هود N SBJ  Arg1 نفر§n-13075 role
هود N SBJ  Arg1 نفر§n-13075 role
از PREP MOS  Arg2 null junk
نوادگان N MOS  Arg2 null role
حضرت N MOZ null null role_state
نوح N MOZ null نفر§n-13075 role
بوده V PREDEP null null junk
و CONJ VCONJ null null junk
با PREP ADVRB  ArgM_MNR null junk
هفت NUM NPREMOD null null junk
واسطه N ADVRB  ArgM_MNR نفر§n-13075 role
به PREP VPP  Arg3 null junk
او PR POSDEP null null junk
مي‌رسد V ROOT null رخداد§n-13136 no
. PUNC PUNC null null junk

محل N SBJ  Arg1 جا§n-12733 location
سکونت N MOZ null رخداد§n-13136 location
اين ADJ NPREMOD null null junk
قوم N MOZ null گروه§n-12753 role
در PREP MOS  Arg2 null junk
احقاف N MOS  Arg2 null location
( PUNC PUNC null null junk
بين PREP POSDEP null null junk
يمن N POSDEP null گروه§n-12753 location
و CONJ NCONJ null null junk
عمان N NCONJ null گروه§n-12753 location
، PUNC PUNC null null junk
در PREP POSDEP null null junk
جنوب N POSDEP null جا§n-12733 location
عربستان N MOZ null گروه§n-12753 location
) PUNC PUNC null null junk
است V ROOT null null junk
. PUNC PUNC null null junk

آن‌ها PR SBJ  Arg1 گروه§n-12753 role
مردمي N MOS  Arg2 گروه§n-12753 role
قوي ADJ NPOSTMOD null مشخصه§n-12756 role_state
و CONJ AJCONJ null null junk
تنومند ADJ AJCONJ null مشخصه§n-12756 role_state
بودند V ROOT null null junk
. PUNC PUNC null null junk

هم‌چنين ADV ADVRB  ArgM_ADV null no
صاحب ADJ MOS  Arg2 مشخصه§n-12756 role_state
شهرهاي N NEZ null جا§n-12733 location
آباد ADJ NPOSTMOD null null junk
و CONJ AJCONJ null null junk
خرم ADJ AJCONJ null مشخصه§n-12756 static_object_state
بودند V ROOT null null junk
. PUNC PUNC null null junk

آن‌ها PR SBJ  Arg1 گروه§n-12753 role
قومي N MOS  Arg2 گروه§n-12753 role
طغيانگر ADJ NPOSTMOD null null role_state
، PUNC PUNC null null junk
شهوت‌پرست ADJ AJCONJ null null role_state
، PUNC PUNC null null junk
گمراه ADJ AJCONJ null مشخصه§n-12756 role_state
و CONJ AJCONJ null null junk
لجوج ADJ AJCONJ null مشخصه§n-12756 role_state
بودند V ROOT null null junk
. PUNC PUNC null null junk

آن‌ها PR SBJ  Arg1 گروه§n-12753 role
آن‌ها PR SBJ  Arg0 گروه§n-12753 role
آن‌ها PR SBJ  Arg1 گروه§n-12753 role
حاضر ADJ MOS  Arg2 null junk
نبودند V ROOT null رخداد§n-13136 no
دست N NVE null رابطه§n-13628 no
از PREP VPP  Arg3 null junk
کارهاي N VPP  Arg3 رخداد§n-13136 no
خلاف ADJ NPOSTMOD null رخداد§n-13136 role_intent
خود PR MOZ null null junk
بردارند V VCONJ null رخداد§n-13136 no
و CONJ VCONJ null null junk
دربرابر PREP AJPP null null no
حق N POSDEP null null junk
تسليم ADJ MOS  Arg2 مشخصه§n-12756 role_state
شوند V ACL null null junk
. PUNC PUNC null null junk

هود N SBJ  Arg0 نفر§n-13075 role
قوم N OBJ  Arg1 گروه§n-12753 role
خود PR MOZ null null junk
را POSTP OBJ  Arg1 null junk
به PREP NPP  Arg3 null junk
پرستش N NPP  Arg3 رخداد§n-13136 role_intent
خداي N MOZ null خصوصيت_رواني§n-12725 no
يگانه ADJ NPOSTMOD null مشخصه§n-12756 role_state
دعوت N NVE null خبر§n-12766 role_intent
مي‌کرد V VCONJ null رخداد§n-13136 role_action
ولي CONJ VCONJ null null junk
آن‌ها PR SBJ  Arg0 گروه§n-12753 role
آن‌ها PR SBJ  Arg0 گروه§n-12753 role
دعوت N OBJ  Arg1 خبر§n-12766 role_intent
ش PR MOZ null نفر§n-13075 role
را POSTP OBJ  Arg1 null junk
نمي‌پذيرفتند V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
به PREP NPP  Arg3 null junk
او PR POSDEP null null junk
نسبت N NVE null خصوصيت_رواني§n-12725 no
دروغ N MOZ  Arg1 null role_state
مي‌دادند V ROOT null رخداد§n-13136 no
. PUNC PUNC null null junk

اين ADJ NPREMOD null null junk
قوم N SBJ  Arg0 گروه§n-12753 role
قوم N SBJ  Arg1 گروه§n-12753 role
، PUNC PUNC null null junk
خدا N OBJ  Arg1 خصوصيت_رواني§n-12725 no
را POSTP OBJ  Arg1 null junk
به‌خاطر PREP VPP  Arg3 null no
نعمتهاي N POSDEP null null static_object
ش PR MOZ null خصوصيت_رواني§n-12725 no
سپاس N NVE null مشخصه§n-12756 role_state
نمي‌گفتند V VCONJ null null no
و CONJ VCONJ null null junk
غرق ADJ MOS  Arg2 null role_state
در PREP AJPP null null junk
غرور N AJPP null مشخصه§n-12756 role_state
و CONJ NCONJ null null junk
شهوت N NCONJ null مشخصه§n-12756 role_state
بودند V ROOT null null junk
. PUNC PUNC null null junk

هود N SBJ  Arg0 نفر§n-13075 role
بسيار ADV ADVRB  ArgM_EXT null junk
آن‌ها PR OBJ  Arg1 گروه§n-12753 role
را POSTP OBJ  Arg1 null junk
نصيحت N NVE null خبر§n-12766 role_intent
مي‌کرد V VCONJ null رخداد§n-13136 role_action
اما CONJ VCONJ null null junk
اقدامات N SBJ  Arg0 رخداد§n-13136 no
هود N MOZ null نفر§n-13075 role
هيچ ADJ NPREMOD null null junk
تاثيري N NVE null مشخصه§n-12756 no
بر PREP NPP  Arg3 null junk
آن‌ها PR POSDEP null گروه§n-12753 role
نگذاشت V ROOT null رخداد§n-13136 no
. PUNC PUNC null null junk

هود N SBJ  Arg0 نفر§n-13075 role
هود N SBJ  Arg0 نفر§n-13075 role
از PREP NPP  Arg3 null junk
اين ADJ NPREMOD null null junk
فرصت N NPP  Arg3 دوره_زماني§n-12603 no
استفاده N NVE null null junk
کرد V PREDEP null null junk
و CONJ VCONJ null null junk
مجددا ADV ADVRB  ArgM_EXT null junk
از PREP VPP  Arg3 null junk
آن‌ها PR VPP  Arg3 گروه§n-12753 role
خواست V ROOT null null junk
که SUBR VCL  Arg1 null junk
توبه N NVE null مشخصه§n-12756 role_state
کرده V PREDEP null null junk
و CONJ VCONJ null null junk
به PREP NPP  Arg3 null junk
خدا N NPP  Arg3 خصوصيت_رواني§n-12725 no
ايمان N NVE null خصوصيت_رواني§n-12725 role_intent
بياورند V PRD null رخداد§n-13136 role_action
. PUNC PUNC null null junk

گروهي N SBJ  Arg0 null junk
گروهي N SBJ  Arg0 null junk
از PREP NPP null null junk
مردم N POSDEP null null junk
به‌نزد PREP VPP  Arg4 جا§n-12733 location
هود N POSDEP null نفر§n-13075 role
رفته V PREDEP null null junk
و CONJ VCONJ null null junk
از PREP NPP  Arg3 null junk
او PR POSDEP null null junk
طلب N NVE null رخداد§n-13136 role_intent
دعا N MOZ  Arg1 خبر§n-12766 role_state
کردند V ROOT null null junk
. PUNC PUNC null null junk

مجددا ADV ADVRB  ArgM_EXT null junk
باران N SBJ  Arg1 null static_object
بر PREP AJPP null null junk
آن‌ها PR POSDEP null گروه§n-12753 role
نازل ADJ MOS  Arg2 null static_object_state
شد V PREDEP null null junk
و CONJ VCONJ null null junk
سرسبزي N SBJ  Arg0 null static_object_state
و CONJ NCONJ null null junk
خرمي N NCONJ null null static_object_state
به PREP VPP  Arg3 null junk
سرزمين N VPP  Arg3 جا§n-12733 location
شان PR MOZ null null junk
بازگشت V ROOT null رخداد§n-13136 no

اما SUBR ROOT  ArgM_DIS null junk
آن‌ها PR SBJ  Arg0 گروه§n-12753 role
همچنان ADV ADVRB  ArgM_ADV null junk
به PREP VPP  Arg3 null junk
کفر N VPP  Arg3 null role_state
خود PR MOZ null null junk
ادامه N NVE null رابطه§n-13628 role_intent
دادند V PRD null null junk
، PUNC PUNC null null junk
طوري N ADVRB  ArgM_ADV null no
که SUBR NCL null null junk
اين ADJ NPREMOD null null junk
بار N ADVRB null null junk
اراده N SBJ  Arg1 خصوصيت_رواني§n-12725 role_intent
خدا N MOZ null خصوصيت_رواني§n-12725 no
بر PREP VPP  Arg2 null junk
اين PR POSDEP null null junk
قرار N NVE null null no
گرفت V PRD null null junk
که SUBR NCL null null junk
عذاب N OBJ  Arg1 رخداد§n-13136 no
را POSTP OBJ  Arg1 null junk
بر PREP AJPP null null junk
آن‌ها PR POSDEP null گروه§n-12753 role
نازل ADJ MOS  Arg2 null no
نمايد V PRD null null junk
. PUNC PUNC null null junk

خداوند N SBJ  Arg0 خصوصيت_رواني§n-12725 no
متعال ADJ NPOSTMOD null null role_state
باد N OBJ  Arg1 null static_object
باد N OBJ  Arg1 null static_object
باد N OBJ  Arg1 null static_object
باد N OBJ  Arg0 null static_object
بسيار ADV APREMOD null null junk
شديدي ADJ NPOSTMOD null مشخصه§n-12756 static_object_state
بر PREP AJPP null null junk
آن‌ها PR POSDEP null گروه§n-12753 role
نازل ADJ MOS  Arg2 null static_object_state
کرد V ROOT null null junk
که SUBR NCL null null junk
به PREP ADVRB  ArgM_EXT null junk
مدت N POSDEP null null junk
هفت NUM NPREMOD null null junk
شب N MOZ null دوره_زماني§n-12603 time
و CONJ NCONJ null null junk
هشت NUM NPREMOD null null junk
روز N POSDEP null دوره_زماني§n-12603 time
بر PREP VPP  Arg3 null junk
آن‌ها PR POSDEP null گروه§n-12753 role
وزيد V VCONJ null null no
و CONJ VCONJ null null junk

يکايک ADJ NPREMOD null null role
آن‌ها PR OBJ  Arg1 گروه§n-12753 role
را POSTP OBJ  Arg1 null junk
نيست ADJ MOS  Arg2 null junk
و CONJ AJCONJ null null junk
نابود ADJ AJCONJ null مشخصه§n-12756 role_state
نمود V VCONJ null رخداد§n-13136 no
و CONJ VCONJ null null junk
بدن‌هاي N OBJ  Arg1 شيء§n-12703 static_object
شان PR MOZ null null junk
را POSTP OBJ  Arg1 null junk
قطعه‌قطعه ADJ MOS  Arg2 null static_object_state
نمود V PRD null رخداد§n-13136 role_action
به‌طوري PREP ADVRB  ArgM_MNR null no
که SUBR POSDEP null null junk
حتي ADV ADVRB  ArgM_ADV null junk
يکي‌از ADJ NPREMOD null null role
آن‌ها PR SBJ  Arg1 گروه§n-12753 role
نيز ADV ADVRB  ArgM_ADV null junk
زنده ADJ MOS  Arg2 مشخصه§n-12756 role_state
نماندند V VCONJ null رخداد§n-13136 no
و CONJ VCONJ null null junk
فقط ADV ADVRB  ArgM_ADV null junk
هود N SBJ  Arg1 نفر§n-13075 role
و CONJ NCONJ null null junk
اطرافيان N NCONJ null نفر§n-13075 role
ش PR MOZ null نفر§n-13075 role
از PREP NPP  Arg3 null junk
اين ADJ NPREMOD null null junk
عذاب N NPP  Arg3 رخداد§n-13136 no
نجات N NVE null null role_state
يافتند V PRD null رخداد§n-13136 role_action
. PUNC PUNC null null junk

آن‌ها PR SBJ  Arg0 null role
آن‌ها PR SBJ  Arg0 null role
بعداز PREP ADVRB  ArgM_TMP null no
پايان N POSDEP null مشخصه§n-12756 time
عذاب N MOZ null رخداد§n-13136 no
و CONJ NCONJ null null junk
نابودي N NCONJ null مشخصه§n-12756 role_state
کافرين N MOZ null نفر§n-13075 role
به PREP NPP  Arg4 null junk
سرزمين N NPP  Arg4 جا§n-12733 location
حضرموت N MOZ null null location
کوچ N NVE null رخداد§n-13136 role_intent
کرده V PREDEP null null junk
و CONJ VCONJ null null junk
تا PREP ADVRB  ArgM_TMP null junk
آخر ADJ NPREMOD null مشخصه§n-12756 time
عمر N ADVRB  ArgM_TMP دوره_زماني§n-12603 time
در PREP NPP  Arg3 null junk
آنجا N POSDEP null null junk
زندگي N NVE null رخداد§n-13136 role_intent
نمودند V ROOT null رخداد§n-13136 role_action
. PUNC PUNC null null junk

وقتي N ADVRB  ArgM_TMP null junk
حضرت N SBJ  Arg0 null role_state
ابراهيم N MOZ null نفر§n-13075 role
در PREP ADVRB  ArgM_LOC null junk
سرزمين N ADVRB  ArgM_LOC جا§n-12733 location
بابل N MOZ null جا§n-12733 location
( PUNC PUNC null null junk
عراق N POSDEP null جا§n-12733 location
کنوني ADJ NPOSTMOD null null junk
) PUNC PUNC null null junk
مردم N PREDEP null null junk
را POSTP OBJ  Arg1 null junk
به PREP NPP  Arg3 null junk
يکتاپرستي N NPP  Arg3 خصوصيت_رواني§n-12725 role_intent
دعوت N NVE null خبر§n-12766 role_intent
نمود V NCL null رخداد§n-13136 role_action
، PUNC PUNC null null junk
لوط N SBJ  Arg1 نفر§n-13075 role
لوط N SBJ  Arg0 نفر§n-13075 role
لوط N SBJ  Arg1 نفر§n-13075 role
نخستين ADJ NPREMOD null null junk
مردي N MOS  Arg2 نفر§n-13075 role
بود V ROOT null null junk
که SUBR NCL null null junk
در PREP ADVRB  ArgM_ADV null junk
آن ADJ NPREMOD null null junk
شرايط N ADVRB  ArgM_ADV null no
سخت ADJ NPOSTMOD null مشخصه§n-12756 no
به PREP NPP  Arg3 null junk
وي PR POSDEP null null junk
ايمان N NVE null خصوصيت_رواني§n-12725 role_state
آورد V PREDEP null null junk
و CONJ VCONJ null null junk
همواره ADV ADVRB  ArgM_ADV null junk
در PREP MOS  Arg2 null junk
کنار N POSDEP null null junk
او PR MOZ null null junk
بود V PRD null null junk

سپس SUBR ROOT  ArgM_DIS null junk
به PREP VPP  Arg4 null junk
سرزمين N VPP  Arg4 جا§n-12733 location
سدوم N MOZ null null location
( PUNC PUNC null null junk
در PREP POSDEP null null junk
اردن N POSDEP null گروه§n-12753 location
) PUNC PUNC null null junk
آمد V PRD null null junk
زيرا SUBR AJUCL  ArgM_CAU null junk
مردم N SBJ  Arg1 null junk
آن ADJ NPREMOD null null junk
منطقه N MOZ null جا§n-12733 location
غرق ADJ MOS  Arg2 null role_state
در PREP AJPP null null junk
انحراف N AJPP null رخداد§n-13136 role_state
و CONJ NCONJ null null junk
فساد N NCONJ null رخداد§n-13136 role_state
و CONJ NCONJ null null junk
مخصوصا ADV PREDEP null null no
انحراف N NCONJ null رخداد§n-13136 role_state
جنسي ADJ NPOSTMOD null مشخصه§n-12756 role_state
بودند V PRD null null junk
. PUNC PUNC null null junk

او PR SBJ  Arg0 null junk
او PR SBJ  Arg0 null junk
او PR SBJ  Arg0 null junk
او PR SBJ  Arg0 null junk
درميان PREP VPP  Arg3 null no
قوم N POSDEP null گروه§n-12753 role
ش PR MOZ null نفر§n-13075 role
30 NUM NPREMOD null null junk
سال N ADVC  Arg2 دوره_زماني§n-12603 time
زندگي N NVE null رخداد§n-13136 role_intent
کرد V PREDEP null null junk
و CONJ VCONJ null null junk
آن‌ها PR OBJ  Arg1 گروه§n-12753 role
آن‌ها PR OBJ  Arg1 گروه§n-12753 role
را POSTP OBJ  Arg1 null junk
را POSTP OBJ  Arg1 null junk
به‌سوي PREP NPP  Arg3 null no
خدا N POSDEP null خصوصيت_رواني§n-12725 no
دعوت N NVE null خبر§n-12766 role_intent
نمود V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
از PREP VPP  Arg3 null junk
عذاب N VPP  Arg3 رخداد§n-13136 no
الهي ADJ NPOSTMOD null مشخصه§n-12756 no
بر PREP VPRT null null junk
حذر N POSDEP null مشخصه§n-12756 role_intent
نمود V VCONJ null null role_action
اما CONJ VCONJ  ArgM_DIS null junk
کمتر ADV ADVRB  ArgM_EXT null junk
در PREP NPP  Arg3 null junk
آن ADJ NPREMOD null null junk
کوردلان N NPP  Arg3 null role
اثر N NVE null رخداد§n-13136 no
گذاشت V ROOT null رخداد§n-13136 role_action
. PUNC PUNC null null junk

لوط N SBJ  Arg0 نفر§n-13075 role
لوط N SBJ  Arg0 نفر§n-13075 role
لوط N SBJ  Arg0 نفر§n-13075 role
قوم N OBJ  Arg1 گروه§n-12753 role
خود PR MOZ null null junk
را POSTP OBJ  Arg1 null junk
به PREP NPP  Arg3 null junk
خدا N NPP  Arg3 خصوصيت_رواني§n-12725 no
دعوت N NVE null خبر§n-12766 role_intent
کرد V PREDEP null null junk
و CONJ VCONJ null null junk
آن‌ها PR OBJ  Arg1 گروه§n-12753 role
را POSTP OBJ  Arg1 null junk
از PREP VPP  Arg3 null junk
عذاب N VPP  Arg3 رخداد§n-13136 no
او PR MOZ null null junk
بر PREP VPRT null null junk
حذر N POSDEP null مشخصه§n-12756 role_intent
داشت V PREDEP null null junk
و CONJ VCONJ null null junk
گفت V ROOT null null junk
من PR SBJ  Arg1 null junk
من PR SBJ  Arg1 null junk
فرستاده N MOS  Arg2 رخداد§n-13136 role_state
خدا N MOZ null خصوصيت_رواني§n-12725 no
به‌سوي PREP NPP null null no
شما PR POSDEP null null junk
هستم V PREDEP null null junk
و CONJ VCONJ null null junk
امين ADJ MOS  Arg2 null role_state
در PREP AJPP null null junk
تبليغ N AJPP null رخداد§n-13136 role_intent
رسالت N MOZ null null no
او PR MOZ null null junk
يم V VCL null رخداد§n-13136 no
. PUNC PUNC null null junk

ثمره N SBJ  Arg1 رخداد§n-13136 no
اين ADJ NPREMOD null null junk
ازدواج N MOZ null رخداد§n-13136 role_action
چند UNKNOWN NPREMOD null null junk
دختر N MOS  Arg2 نفر§n-13075 role
بود V PREDEP null null junk
ولي CONJ VCONJ  ArgM_DIS null junk
اين ADJ NPREMOD null null junk
برنامه N SBJ  Arg0 خصوصيت_رواني§n-12725 role_intent
لوط N MOZ null نفر§n-13075 role
هيچ ADJ NPREMOD null null junk
تاثيري N NVE null مشخصه§n-12756 no
درميان PREP NPP  Arg3 null no
قوم N POSDEP null گروه§n-12753 role
ش PR MOZ null نفر§n-13075 role
نگذاشت V ROOT null رخداد§n-13136 no
. PUNC PUNC null null junk

هم‌چنين ADV ADVRB  ArgM_ADV null no
در PREP ADVRB  ArgM_LOC null junk
انظار N ADVRB  ArgM_LOC رخداد§n-13136 no
عمومي ADJ NPOSTMOD null null no
با PREP VPP  Arg3 null junk
يکديگر PR VPP  Arg3 گروه§n-12753 role
لواط N NVE null null role_state
مي‌کردند V VCONJ null null role_action
حتي ADV ADVRB  ArgM_ADV null junk
به PREP VPP  Arg3 null junk
کساني N VPP  Arg3 نفر§n-13075 role
که SUBR NCL null null junk
از PREP NPP  Arg3 null junk
ديار N NPP  Arg3 جا§n-12733 location
آنان PR MOZ null null junk
عبور N NVE null رخداد§n-13136 role_intent
مي‌کردند V PRD null رخداد§n-13136 role_action
نيز ADV ADVRB  ArgM_ADV null junk
رحم N NVE null خصوصيت_رواني§n-12725 role_state
نمي‌کردند V ROOT null null role_action
. PUNC PUNC null null junk

چند ADJ NPREMOD null null junk
تن N SBJ  Arg0 اندازه§n-12768 role
تن N SBJ  Arg0 اندازه§n-12768 role
از PREP NPP null null junk
ملائکه N NPP null هست§n-12706 role
براي PREP ADVRB  ArgM_GOL null junk
عذاب N POSDEP null رخداد§n-13136 role_intent
قوم N MOZ null گروه§n-12753 role
لوط N MOZ null نفر§n-13075 role
به PREP VPP  Arg4 null junk
زمين N VPP  Arg4 شيء§n-12703 location
آمدند V VCONJ null رخداد§n-13136 role_action
و CONJ VCONJ null null junk
به‌سراغ PREP VPP  Arg4 null no
لوط N POSDEP null نفر§n-13075 role
رفتند V ROOT null رخداد§n-13136 role_action
. PUNC PUNC null null junk

لوط N SBJ  Arg1 نفر§n-13075 role
در PREP ADVRB  ArgM_TMP null junk
اين ADJ NPREMOD null null junk
موقع N ADVRB  ArgM_TMP هست§n-12706 time
مشغول ADJ MOS  Arg2 مشخصه§n-12756 role_state
آب‌ياري N NEZ null رخداد§n-13136 role_action
زراعت N MOZ null رخداد§n-13136 role_action
ش PR MOZ null نفر§n-13075 role
بود V ROOT null null junk
. PUNC PUNC null null junk

آن‌ها PR SBJ  Arg0 هست§n-12706 role
گفتند V ROOT null null junk
ما PR SBJ  Arg1 null junk
ما PR SBJ  Arg1 null junk
ما PR SBJ  Arg1 null junk
مسافر N MOS  Arg2 نفر§n-13075 role_state
يم V VCONJ null رخداد§n-13136 no
و CONJ VCONJ null null junk
امشب ADV ADVRB  ArgM_TMP مشخصه§n-12756 time
يم V VCL null رخداد§n-13136 no
مهمان N MOS  Arg2 مشخصه§n-12756 role_state
تو PR MOZ null null junk
باشيم V ACL null null junk
. PUNC PUNC null null junk

لوط N SBJ  Arg1 نفر§n-13075 role
لوط N SBJ  Arg0 نفر§n-13075 role
باتوجه‌به PREP ADVRB  ArgM_ADV null no
انحراف N POSDEP null رخداد§n-13136 role_state
قوم N MOZ null گروه§n-12753 role
منحرف ADJ NPOSTMOD null مشخصه§n-12756 role_state
و CONJ AJCONJ null null junk
زشت‌کار ADJ AJCONJ null null role_state
ش PR MOZ null نفر§n-13075 role
تحت PREP VPP  Arg3 null junk
فشار N POSDEP null مشخصه§n-12756 role_state
روحي ADJ NPOSTMOD null مشخصه§n-12756 role_state
قرار N NVE null مشخصه§n-12756 no
گرفت V PREDEP null null junk
و CONJ VCONJ null null junk
آن‌ها PR OBJ  Arg1 هست§n-12706 role
را POSTP OBJ  Arg1 null junk
از PREP AJPP null null junk
برخورد N AJPP null رخداد§n-13136 role_intent
زشت ADJ NPOSTMOD null مشخصه§n-12756 role_state
قوم N MOZ null گروه§n-12753 role
خويش PR MOZ null null junk
آگاه ADJ MOS  Arg2 مشخصه§n-12756 role_intent
کرد V ROOT null null junk
. PUNC PUNC null null junk

اما CONJ VCONJ  ArgM_DIS null junk
مهمان‌ها N SBJ  Arg1 مشخصه§n-12756 role
وارد ADJ MOS  Arg2 null role_state
خانه N NEZ null جا§n-12733 location
لوط N MOZ null نفر§n-13075 role
شدند V ROOT null null junk
. PUNC PUNC null null junk

لوط N SBJ  Arg0 نفر§n-13075 role
از PREP VPP  Arg3 null junk
همسر N VPP  Arg3 نفر§n-13075 role
ش PR MOZ null نفر§n-13075 role
خواست V ROOT null null junk
که SUBR VCL  Arg1 null junk
ورود N OBJ  Arg1 رخداد§n-13136 no
مهمان‌ها N MOZ null مشخصه§n-12756 role
را POSTP OBJ  Arg1 null junk
از PREP ADVPP null null junk
قوم N ADVPP null گروه§n-12753 role
ش PR MOZ null نفر§n-13075 role
مخفي ADV ADVC  Arg2 مشخصه§n-12756 role_intent
نگاه N NVE null null junk
دارد V PRD null null junk

اما CONJ VCONJ  ArgM_DIS null junk
او PR SBJ  Arg1 null junk
او PR SBJ  Arg0 null junk
او PR SBJ  Arg0 null junk
که SUBR NCL null null junk
هم‌کيش ADJ MOS  Arg2 null role_state
دشمنان N NEZ null گروه§n-12753 role
بود V PRD null null junk
به PREP VPP  Arg3 null junk
پشت‌بام N VPP  Arg3 شيء§n-12703 location
خانه N MOZ null جا§n-12733 location
رفت V PREDEP null null junk
و CONJ VCONJ  ArgM_DIS null junk
با PREP ADVRB  ArgM_INS null junk
روشن ADJ PREDEP null مشخصه§n-12756 static_object_state
کردن N POSDEP null null junk
آتش N MOZ null مشخصه§n-12756 static_object
اوباشان N OBJ null گروه§n-12753 role
را POSTP OBJ  Arg1 null junk
خبر N NVE null خبر§n-12766 role_intent
کرد V ROOT null null junk

لوط N SBJ  Arg0 نفر§n-13075 role
به PREP NPP  Arg3 null junk
آن‌ها PR NPP  Arg3 گروه§n-12753 role
التماس N NVE null خبر§n-12766 role_state
کرد V ROOT null null junk
که SUBR VCL  Arg1 null junk
دست N NVE null رابطه§n-13628 no
از PREP VPP  Arg3 null junk
اين ADJ NPREMOD null null junk
عمل N POSDEP null null junk
کثيف ADJ NPOSTMOD null مشخصه§n-12756 no
خود PR MOZ null null junk
برداريد V PRD null رخداد§n-13136 role_action
. PUNC PUNC null null junk

ولي CONJ VCONJ  ArgM_DIS null junk
قوم N SBJ  Arg0 گروه§n-12753 role
ش PR MOZ null نفر§n-13075 role
زير PREP VPRT null null junk
بار N POSDEP null null junk
نرفتند V ROOT null null role_action
. PUNC PUNC null null junk

لوط N SBJ  Arg0 نفر§n-13075 role
لوط N SBJ  Arg0 نفر§n-13075 role
که SUBR NCL null null junk
صحبت N OBJ  Arg1 رخداد§n-13136 role_intent
آن‌ها PR MOZ null هست§n-12706 role
را POSTP OBJ  Arg1 null junk
شنيد V PRD null رخداد§n-13136 role_action
خواست V ROOT null null junk
که SUBR VCL  Arg1 null junk
آنان PR SBJ  Arg0 null junk
، PUNC PUNC null null junk
خود PR PREDEP null null junk
را POSTP OBJ  Arg1 null junk
معرفي N NVE null رخداد§n-13136 role_intent
نمايند V PRD null رخداد§n-13136 role_action
، PUNC PUNC null null junk

